,id,score,query,title,content,model_name,is_found
8701,8701,1.0,ИНСТИТУТ,ИНСТИТУТ,"Высшее учебное заведение. Педагогический и. Медицинский и. Технологический и. 2. Научно-исследовательское учреждение. Институты Академии наук. 3. Женское, обычно закрытое, среднее учебное заведение. И. благородных девиц. 4. Совокупность норм права в какой-н. области общественных отношений. та или иная форма общественного устройства (книжн.). И. частной собственности. И. семьи, брака. И. власти. И. президентства (npeзидентское правление). II прил. институтский, -ая, -ое (к 1, 2 и 3 знач.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
15337,15337,1.0,ОБУЗА,ОБУЗА,"Тягостная обязанность, забота. Тяжкая о. Взвалить на ко-го-н. новую обузу. 2. Тот (то), кто (что) отягощает, обременяет кого-что-н. Старик стал для всех обузой. Лишние вещи - о. в дороге. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
24184,24184,1.0000001,САМУМ,САМУМ,"Сухой, знойный ветер пустынь, налетающий шквалом и образующий песчаные вихри. II прил. самумный. -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
13615,13615,0.99999994,НАРЫ,НАРЫ,Дощатый настил для спанья на нек-ром возвышении от пола. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
10743,10743,1.0,КРОКУС,КРОКУС,"То же, что шафран (в 1 знач.). II прил. крокусовый, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
29481,29481,0.99999994,ХАЛТУРЩИК,ХАЛТУРЩИК,"Человек, к-рый халтурит. II ж. халтурщица, -ы. II прил. халтурщнцкий, oая, oое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
1314,1314,1.0,БЕСПРЕМЕННО,БЕСПРЕМЕННО,"Непременно, обязательно. Б. сделаю. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
31309,31309,1.0000001,ЯДОХИМИКАТЫ,ЯДОХИМИКАТЫ,"Ядовитые вещества, применяемые для борьбы с сорняками, вредными насекомыми, бактериями, для протравливания семян. II прил. ядохимикатный, -ая, oое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
30460,30460,1.0,ШАГИСТИКА,ШАГИСТИКА,"Обучение маршировке (в ущерб другим, более существенным военным занятиям). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
21338,21338,0.99999994,ПРОКИПЯТИТЬ,ПРОКИПЯТИТЬ,"Вскипятить как следует, подвергнуть кипячению. П. суп. П. белье. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
22099,22099,0.9999999,ПЧЕЛЬНИК,ПЧЕЛЬНИК,"То же, что пасека. 2. То же, что пасечник (устар.). II ж. пчельни-ца, -ы (ко 2 знач.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
27811,27811,1.0000001,ТРАХНУТЬСЯ,ТРАХНУТЬСЯ,"То же, что бахнуться. Т. oна землю. Т. головой о косяк. II несов. трахаться, -аюсь, -аешься. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
10220,10220,0.9999999,КОНУСООБРАЗНЫЙ,КОНУСООБРАЗНЫЙ,"Имеющий вид конуса. II сущ. конусообра-зность, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
18093,18093,1.0,ПИХТА,ПИХТА,"Вечнозеленое хвойное дерево сем. сосновых с мягкой плоской хвоей и с прямо стоящими шишками. II прил. пихтовый, -ая, -ое. Пихтовое масло. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
11277,11277,1.0,ЛЕНТЯЙ,ЛЕНТЯЙ,"Ленивый человек. Неисправимый л. II ж. лентяйка, -и. II прил. лентяйский, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
5341,5341,0.99999994,ДЕВЯНОСТОЛЕТНИЙ,ДЕВЯНОСТОЛЕТНИЙ,"Существующий или просуществовавший, проживший девяносто лет. Д. старик. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
28770,28770,1.0,УСИЛЕННЫЙ,УСИЛЕННЫЙ,"Увеличенный, улучшенный. Усиленное питание. 2. Крайне настойчивый. Усиленные просьбы. II сущ. усиленность, -и, ж. УСИЛИЕ, -я, ср. Напряжение сил (физических, умственных). Приложить усилия к чему-я., аля достижения чего-н. Сделать у. над собой. С. усилием подняться. УСИЛИТЕЛЬ, -я, м. Устройство для усиления мощности или напряжения чего-н. Электрический у. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
28108,28108,1.0,ТЩЕДУШНЫЙ,ТЩЕДУШНЫЙ,"Хилый, слабосильный. Т. старик. Т. вид. II сущ. тщедушие, -я, ср. и тщедушность, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
8107,8107,0.99999994,ЗНАЧИТЕЛЬНЫЙ,ЗНАЧИТЕЛЬНЫЙ,"Большой по размерам, силе. 3. урон. Значительная сумма. 3. успех. Значительно (нареч.) больше. 2. Имеющий большое значение, важный. Значительные события. Он человека. 3. Очень выразительный, выражающий многое. 3. взгляд. Значительно (нареч.) посмотреть. II сущ. значительность, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
8281,8281,1.0,ИЗБИРАТЬ,ИЗБИРАТЬ,"Участвовать в выборах. Право и. И. депутатов. II сущ. избирание, -я, ср. II прил. избирательный, -ая, -ое. Избирательная система. Избирательная кампания. И. округ. И. участок, бюллетень. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
23918,23918,1.0,РЫБНИК,РЫБНИК,"Специалист по рыбному хозяйству, работник рыбной промышленности. 2. Торговец рыбой (устар.). 3. Пирог с рыбной начинкой. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
27000,27000,1.0,СУШИТЬ,СУШИТЬ,"Делать сухим (в 1, 2, 3 и 4 знач.). С. белье. С. траву. Сушивесла! (кончай грести). Табак сушит горло (создает ощущение сухости). В горле сушит (безл.). Горе сушит (перед: иссушает). II сов. высушить, -ушу, -ушишь; -уше-нный. II сущ. сушение, -я, ср. и сушка, -и, ж. (по 1, 2 и 4 знач. прил. сухой). II прил. сушильный, -ая, -ое (по 1,2 и 4 знач. прил. сухой). С. шкаф. Сушильная печь. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
9435,9435,1.0,КАУЗАЛЬНОСТЬ,КАУЗАЛЬНОСТЬ,"В философии: то же, что причинность. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
5659,5659,0.9999999,ДИВЧИНА,ДИВЧИНА,"Девушка, девочка. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
1661,1661,1.0,БОКОМ,БОКОМ,"Плечом вперед. Пройти в дверь 6. * Боком вышло (прост.) неудачно, не так, как хотелось бы. II уменьш. бочком. Сесть б. (боком и неглубоко, на краешек). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
6062,6062,1.0,ДОПОЛНИТЬ,ДОПОЛНИТЬ,"Сделать более полным, прибавив к чему-н., восполнить недостающее в чем-н.Д. сказанное замечанием. 2. кого (что). Добавить новые данные, сведения к тому, что сказано другим.Д. докладчика. IIнесов. дополнять, -яю, -яешь. Д. друг друга (вместе представлять совокупность каких-н. черт, свойств). II сущ. дополнение, -я, ср. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
10049,10049,1.0,КОММУНАЛЬНЫЙ,КОММУНАЛЬНЫЙ,"Относящийся к городскому хозяйству. Коммунальные услуги (сфера действия служб, обеспечивающих бытовые удобства жителей). * Коммунальная квартира - квартира, в к-рой живет несколько семей. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
18798,18798,1.0,ПОДОЛГУ,ПОДОЛГУ,В течение продолжительного времени. П. не видимся. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
1037,1037,1.0000001,БЕЗВОДНЫЙ,БЕЗВОДНЫЙ,"Бедный влагой, водой. Безводная пустыня. 2. В химии: не содержащий воды. Безводная кислота. II сущ. безводность, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
2783,2783,0.9999999,ВКЛИНИТЬ,ВКЛИНИТЬ,"Вделать, вставить клином. В. доску в щель. II несов. вклинивать, -аю, -аешь. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
21668,21668,0.9999999,ПРОСТЫНЯ,ПРОСТЫНЯ,"Предмет постельного белья - длинное полотнище в ширину постели, одеяла. Льняная п. Мохнатая п. II уменьш. простынка, -и, ж. II прил. простынный, -ая, -ое. Простынное полотно. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
20290,20290,1.0000001,ПРЕДЧУВСТВИЕ,ПРЕДЧУВСТВИЕ,Чувство ожидания чего-н. предстоящего и неизвестного. Радостное п. В предчувствии перемен. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
305,305,1.0000001,АЛЬБАТРОС,АЛЬБАТРОС,Большая океаническая птица отряда буревестников. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
5703,5703,1.0,ДИОД,ДИОД,"Двухэлектродный прибор с односторонней проводимостью. II прил. диодный, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
26703,26703,1.0000001,СТРЕМИТЬ,СТРЕМИТЬ,"Устремлять, направлять. Река стремит свои воды к морю. II сущ. стремление, -я, ср. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
22731,22731,0.9999999,РАЗРОНЯТЬ,РАЗРОНЯТЬ,"Выронить одно за другим, постепенно. Р. все свертки. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
22521,22521,1.0000001,РАЗЛЕТАТЬСЯ,РАЗЛЕТАТЬСЯ,О многих: начать летать усиленно в разных направлениях (разг.). Ласточки разлетались перед грозой. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
19793,19793,1.0,ПОСКОЛЬКУ,ПОСКОЛЬКУ,"Потому что, так как.П. ты согласен, я не возражаю. * Поскольку... то (так), союз - то же, что поскольку. Поскольку все согласны, то (так) и я не возражаю. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
199,199,1.0,АКАДЕМИЧНЫЙ,АКАДЕМИЧНЫЙ,"То же, что академический (в 4 знач.). II сущ. академичность, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
30943,30943,1.0,ЭГОИЗМ,ЭГОИЗМ,"Себялюбие, предпочтение своих, личных интересов интересам других, пренебрежение к интересам общества и окружающих. Я прил. эгоистический, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
30265,30265,1.0000001,ЧИНАРА,ЧИНАРА,"Дерево - восточный платан. 11 прил. чинаровый, -ая,-ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
10774,10774,0.99999994,КРУГОВОРОТ,КРУГОВОРОТ,"Беспрерывное движение, неизменно повторяющее круг развития. К. времени года, 2. Вообще беспрерывное движение чего-н. К. событий. В круговороте жизни. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
11011,11011,1.0000001,КУРЧОНОК,КУРЧОНОК,"То же, что цыпленок. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
6088,6088,0.99999994,ДОРОЖИТЬСЯ,ДОРОЖИТЬСЯ,"Запрашивать при продаже слишком высокую цену. II сов. подорожиться, -жусь, -жишься. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
966,966,1.0000001,БАЧКИ,БАЧКИ,"Небольшие, не закрывающие щеку бакенбарды. Прямые, косые б. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
11555,11555,1.0,ЛОКАЦИЯ,ЛОКАЦИЯ,"Определение местонахождения чего-н. Звуковая л. Оптическая л. Чувство локации у животных. II прил. локационный, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
23187,23187,1.0,РАСФУФЫРЕННЫЙ,РАСФУФЫРЕННЫЙ,"Одетый слишком нарядно, крикливо и безвкусно. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
18989,18989,1.0,ПОДХВАТИТЬ,ПОДХВАТИТЬ,"Поддержать, поднять, держа снизу; схватить (брошенное, падающее). П. больного под мышки. П. мяч. Пловца подхватило (безл.) течением. 2. что. Воспользоваться чем-н. сделанным, пущенным в ход другим, продолжить начатое другим (разг.). П. чужую мысль. П. слова собеседника. П. чужую фразу (продолжить чужую речь). 3. что. Сразу или неожиданно получить, приобрести (разг.). П. богатую невесту. П. насморк. 4. что. Начать петь вслед за кем-н., вместе с кем-н., сразу, громко. Дружно п. песню. 5. что. Поддержать, расширяя и углубляя какое-н достижение. П. инициативу. П. положительный опыт. II несов. подхватывать, -аю, -аешь. II сущ. подхватывание, -я, ср. и подхват, -а, м. (к 1 и 4 знач.). * На подхвате (быть) (разг.) - выполнять разные отдельные работы, поручения. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
27221,27221,1.0,ТАПОЧКИ,ТАПОЧКИ,"Легкие туфли без каблуков. Спортивные тапочки. Домашние т. В белых тапочках я видел (хочу видеть) кого-н. (перен.: то же, что в гробу я видел кого-н.; прост, [по обычаю класть умершего в гроб в белых тапочках]). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
19241,19241,1.0000001,ПОЛЕМИЧНЫЙ,ПОЛЕМИЧНЫЙ,"Присущий, свойственный полемике. П. тон. II сущ. полемичность, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
13500,13500,1.0000001,НАПЛАСТОВАТЬ,НАПЛАСТОВАТЬ,"То же, что наслоить (в 1 знач.). II несов. напластовывать, -аю, -аешь. II сущ. напластование, -я, ср. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
10433,10433,1.0000001,КОРЯВЫЙ,КОРЯВЫЙ,"С неровностями, искривленный, шероховатый (разг.). К. дуб. Корявые руки (заскорузлые; также перен.: неумелые; неодобр.). 2. перен. Неискусный, некрасивый (разг.). А. почерк. Корявая работа. Корявая речь. 3. О лице: со следами оспы (устар. прост.). II сущ. корявость, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
27078,27078,1.0000001,СЪЕДЕНИЕ,СЪЕДЕНИЕ,"На съедение волкам; 2) в полное распоряжение, чтобы делали, что хотят с кем-н. (разг.). Отдать на съедение старой ворчунье кого-н. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
12952,12952,1.0000001,МЫШЕЛОВКА,МЫШЕЛОВКА,"Ловушка для мышей. Бесплатно бывает только сыр в мышеловке (посл.). II прил. мышеловочный, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
7211,7211,1.0,ЗАКОЧЕНЕЛЫЙ,ЗАКОЧЕНЕЛЫЙ,"То же, что окоченелый. Закоченелые пальцы, II сущ. закоченелость, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
18422,18422,0.9999999,ПОВОДОК,ПОВОДОК,"Короткий повод2, а также ремень, на к-ром водят собак. Натянуть п. Держать на поводке. II прил. поводковый, -ая, -ое и поводочный, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
30269,30269,1.0,ЧИНОДРАЛ,ЧИНОДРАЛ,"Бюрократ, формалист. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
20880,20880,1.0,ПРИСТАНЬ,ПРИСТАНЬ,"Место на берегу реки, водоема, оборудованное для причала судов, лодок, а также небольшой порт на внутренних водных путях. Плавучая п. (дебаркадер). Начальник пристани. Войти в тихую п. * Тихая пристань - место, где можно надолго найти покой, успокоение. II прил. пристан-ный, -ая, -ое и пристанский, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
19410,19410,1.0000001,ПОЛУСОГНУТЫЙ,ПОЛУСОГНУТЫЙ,"Согнутый или согнувшийся наполовину, пригнутый. Полусогнутое положение (также перен.: о выражении подобострастия). На полусогнутых (сущ.; перен.: подобострастно, угодливо; разг. ирон.; также шутливая команда: быстро иди, беги!). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
2906,2906,0.99999994,ВНЯТНЫЙ,ВНЯТНЫЙ,"Хорошо слышный, отчетливо звучащий. Внятная речь. II сущ. внятность, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
24913,24913,1.0,СИМУЛЯЦИЯ,СИМУЛЯЦИЯ,"Притворство, ложное утверждение или изображение чего-н. с целью ввести в обман, в заблуждение. Злостная с. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
17446,17446,0.9999999,ПЕРЕВИНТИТЬ,ПЕРЕВИНТИТЬ,"Вывернув, ввинтить заново. П. винт. 2. Завинтить слишком туго или испортить, винтя. П. нарезку. II несов. перевинчивать, -аю, -аешь. II сущ. пере-винчивание, -я, ср. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
6465,6465,1.0,ЕДИНОДЕРЖАВИЕ,ЕДИНОДЕРЖАВИЕ,"Государственное единовластие. II прил. единодержавный, -ая, oое. Е. властелин. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
31356,31356,0.99999994,ЯРОВИЗИРОВАТЬ,ЯРОВИЗИРОВАТЬ,"Подвергнуть (-гать) (семена) обработке, ускоряющей процесс роста и созревания. Н сущ. яро* визацкя, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
27473,27473,1.0000001,ТЕХНОЛОГИЯ,ТЕХНОЛОГИЯ,"Совокупность производственных методов и процессов в определенной отрасли производства, а также научное описание способов производства. Г. производства. Т. волокнистых веществ. Нарушение технологии. II прил. технологический, -ая, -ое. Т. процесс. Технологические требования. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
11214,11214,1.0,ЛЕДАЩИЙ,ЛЕДАЩИЙ,"Слабосильный, тщедушный, хилый. Л. парень. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
1111,1111,0.9999999,БЕЗНАЛИЧНЫЙ,БЕЗНАЛИЧНЫЙ,Осуществляемый путем перечисления денежных сумм со счета плательщика на счет кредитора или на основе зачета взаимных требований. Б. расчет. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
21419,21419,0.99999994,ПРОМОИНА,ПРОМОИНА,"Впадина, размытая дождем, потоком воды; место в плотине, дамбе, прорванное водой. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
486,486,1.0,АПЕРИТИВ,АПЕРИТИВ,"Слабый спиртной напиток, возбуждающий аппетит. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
11542,11542,1.0,ЛОЖКАРНЫЙ,ЛОЖКАРНЫЙ,Относящийся к производству деревянных ложек. Л. промысел. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
25281,25281,0.9999999,СЛАВНЕЦКИЙ,СЛАВНЕЦКИЙ,"Очень хороший, славный2. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
29709,29709,0.9999999,ХОККЕИСТ,ХОККЕИСТ,"Спортсмен, занимающийся хоккеем, а также вообще игрок в хоккей. II ж. хоккеистка, -и. II прил. хок-кеястский, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
6022,6022,1.0,ДОМОЧАДЦЫ,ДОМОЧАДЦЫ,"Люди, к-рые живут в чьей-н. семье на правах ее членов (устар.); вообще живущие с кем-н. члены его семьи (разг.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
5878,5878,1.0000001,ДОГРУЗИТЬ,ДОГРУЗИТЬ,"Окончить погрузку чего-н. Д. вагоны. 2. чего и что. Грузя, прибавить к ранее погруженному. Д. картофеля в машину. II несов. догружать, -аю, -аешь. II сущ. догрузка, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
11052,11052,1.0000001,КХМЕРСКИЙ,КХМЕРСКИЙ,"Относящийся к кхмерам, к их языку, национальному характеру, образу жизни, культуре, а также к Камбодже, ее территории, внутреннему устройству, истории; такой, как у кхмеров, как в Камбодже (1976- 1989 гг. - Кампучии). К. язык (австроази-атской семьи языков). Кхмерская империя (9-13 вв.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
103,103,1.0,АВТОПОГРУЗЧИК,АВТОПОГРУЗЧИК,"Самодвижущаяся машина для погрузки, разгрузки и перевозки грузов на небольшие расстояния (на станциях, складах, в цехах). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
19388,19388,1.0000001,ПОЛУКРУГ,ПОЛУКРУГ,Половина круга или окружности. Расположиться полукругом. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
2016,2016,1.0,БУРАВИТЬ,БУРАВИТЬ,"Сверлить буравом. Б. глазами кого-н. (перен.: то же, что сверлить глазами; ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
22756,22756,1.0000001,РАЗУВЕРИТЬСЯ,РАЗУВЕРИТЬСЯ,"Потерять веру в кого-что-н., убеждение в чем-н. Р. в дружбе, в друзьях.II несое. разуверяться, -яюсь, oяешься. II сущ. разуверение, -я, ср. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
14817,14817,1.0,НЫТИК,НЫТИК,"Ноющий, всегда чем-н. недовольный человек. Надоедливый н. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
7184,7184,0.9999999,ЗАКОН,ЗАКОН,"Не зависящая ни от чьей воли, объективно наличествующая непреложность, заданность, сложившаяся в процессе существования данного явления, его связей и отношений с окружающим миром. Законы природы. Законы движения планет. 3. общественного развития. Законы рынка. 2. Постановление государственной власти, нормативный акт, принятый государственной властью; установленные государственной властью общеобязательные правила. Конституция - основной з. государства. Соблюдать законы. 3. Общеобязательное и непреложное правило. Законы нравственности. Неписаные законы (сложившиеся нравственные устои, нормы). 4. Общее название основных принципов и идей религиозного вероучения, свод правил какой-н. религии. 3. Божий (род. п. Закона .Божия; православное вероучение; также такой предмет). - Слово (желание) чье закон для кого - о беспрекословном подчинении чьей-н. воле, желанию. Слово учителя - для тебя закон. Вне закона кто (офиц.) - о том, кто лишен защиты законов, охраны со стороны государства. Объявлен вне закона. Закон не писан кому (разг. неодобр.) - о том, кто действует как ему заблагорассудится. Дуракам закон не писан, ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
786,786,1.0,БАЛАЛАЙКА,БАЛАЛАЙКА,"Трехструнный щипковый музыкальный инструмент с треугольной декой. II прил. балалаечный, oая,-ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
26418,26418,1.0,СТАРШЕКЛАССНИК,СТАРШЕКЛАССНИК,"Ученик старшего класса. II ж. старшеклассница, -ы. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
767,767,0.9999999,БАКЕН,БАКЕН,"Укрепленный на якоре плавучий знак пирамидальной, конической или иной формы для обозначения фарватера и мелей. 11 прил. бакенный, -ая, oое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
6180,6180,1.0,ДОЩЕЧКА,ДОЩЕЧКА,Небольшие деревянные пластинки - заготовки для изделий. Кедровая д. (в карандашной промышленности). ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
3112,3112,1.0,ВОЛКОДАВ,ВОЛКОДАВ,"Крупная собака, используемая для охоты на волков. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
27084,27084,1.0,СЪЕХАТЬСЯ,СЪЕХАТЬСЯ,"О едущих:столкнуться, встретиться. С. на перекрестке. 2. (1 и 2 л. ед. не употр.). О многих: собраться в одно место, приехав откуда-н. Делегаты съехались со всех кон- иов страны. II несов. съезжаться, -аюсь, -аешься. II сущ. съезд, -а, м. (ко 2 знач.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
2812,2812,1.0,ВЛАДЕЛЕЦ,ВЛАДЕЛЕЦ,"Человек, владеющий чем-н. В. дома. Вернуть вещь владельцу. II ж. владелица, -ы. II прил. владельческий, -ая, -ое (спец.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
6147,6147,1.0000001,ДОТЛА,ДОТЛА,"Без остатка, до основания (преимущ. о том, что сгорело). Сжечь, сгореть д. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
16794,16794,1.0000001,ОТУЧИТЬСЯ,ОТУЧИТЬСЯ,"Кончить учиться, заниматься. 2. ото чего или с неопр. Отвыкнуть от чего-н. О. ото курения (курить). II несов. отучаться, -аюсь, -аешься (ко 2 знач.) и отучиваться, -аюсь, -аешься (ко 2 знач.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
4967,4967,0.99999994,ГРОБНИЦА,ГРОБНИЦА,"Сооружение из камня, в к-ром хранится гроб с прахом умершего; ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
14588,14588,0.9999998,НЕЦЕНЗУРНЫЙ,НЕЦЕНЗУРНЫЙ,"Неприличный, непристойный. Нецензурные слова. Нецензурно (нареч.) выражаться. II сущ нецензурность, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
14088,14088,1.0000001,НЕДОРОСЛЬ,НЕДОРОСЛЬ,"В России в 18 в.: молодой дворянин, не достигший совершеннолетия и не поступивший еще на государственную службу. 2. перен. Глуповатый юноша-недоучка (разг. ирон.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
1048,1048,1.0,БЕЗВЫЕЗДНЫЙ,БЕЗВЫЕЗДНЫЙ,"О пребывании где-н.: безотлучный, без выезда в другое место. Безвыездно (нареч.) жить в деревне. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
3145,3145,1.0,ВОЛЫНИТЬ,ВОЛЫНИТЬ,"Заниматься волынкой2 (в 1 знач.), канителиться. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
27270,27270,1.0,ТАЯТЬ,ТАЯТЬ,"Обращаться в жидкое состояние под действием тепла. Снег тает. Мороженое тает. Сегодня тает (безл.; потеплело, снег начинает таять). Печенье тает во рту (перен.: очень нежное, вкусное). 2. (1 и 2 л. не употр.), перен. Исчезать, постепенно сокращаясь, прекращаясь. Звуки тают вдали. Силы тают. Запасы тают. 3. перен. Приходить в умиленное, томное состояние (часто ирон.). Т. от любви. Т. от похвал. 4. перен. Худеть, чахнуть (от болезни, горя). Больной тает на глазах. II сов. растаять, -аю, -аешь (к 1, 2 и 3 знач.). II сущ. таяние, -я, ср. (к 1 знач.). Т. снегов. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
